"uid"	"cat"	"name"	"screen_name"	"description"	"verified"	"location"	"lat"	"lon"	"country"	"created_at"	"followers_count"	"friends_count"	"statuses_count"	"favourites_count"	"listed_count"
27829587	1.0	"Wilson Cruz"	"wcruz73"	"Actorvist! 

Views are MY OWN!"	True	"Los Angeles"	"34.05223"	"-118.24368"	"United States"	"2009-03"	28905.0	1495.0	14833.0	2577.0	556.0
20508720	0.0	"Greg Sargent"	"ThePlumLineGS"	"A blog about politics, politics, and politics"	True	""	""	""	""	"2009-02"	85898.0	3181.0	91440.0	896.0	3668.0
21998010	1.0	"John"	"Moms4MeatyTucks"	"Drag, art, politics, pop culture, gay culture, #ImWithHer - Deftones, Tool, A Perfect Circle, Puscifer, Marilyn Manson, Mars Volta."	False	"Sacramento, CA"	"38.58157"	"-121.4944"	"United States"	"2009-02"	591.0	1607.0	12528.0	50220.0	8.0
408051296	0.0	"The Democrat Machine"	"DemocratMachine"	"The unstoppable force that prevented Herman Cain from becoming President. An ACORN-Powered OFA-Fueled Soros-funded Amtrak train of Progress. FOR THE GRANDKIDS"	False	"Operating On Chicago Time"	""	""	""	"2011-11"	7867.0	375.0	16481.0	0.0	267.0
119491006	1.0	"Amy Chozick"	"amychozick"	"Political reporter for The New York Times. Hillary Clinton chronicler. Former Tokyo correspondent. Native Texan. Email me at amy.chozick@nytimes.com"	True	"New York, NY"	"40.71427"	"-74.00597"	"United States"	"2010-03"	26663.0	1675.0	7859.0	6869.0	1179.0
18523265	0.0	"Gretchen Stardust"	"GreatGretchen"	"Conservative, COWBOYS FANATIC, I support the military, Constitution, love animals, #tcot #2A, #ProIsrael  *ΜΟΛΩΝ ΛΑΒΕ* #ProLife #CruzCrew #Cruz2016 #caring"	False	"The Great State of Texas"	"29.40742"	"-98.48492"	"United States"	"2009-01"	5307.0	4723.0	11022.0	11085.0	85.0
2618486504	1.0	"Roneil Jackson"	"RoneilJackson"	"Political Junkie|Philly Transplant|Proud Democrat|@UMich Alum|Retweet ≠ Endorsement."	False	"Philadelphia, PA"	"39.95233"	"-75.16379"	"United States"	"2014-07"	2258.0	1766.0	909.0	5877.0	33.0
4779309194	1.0	"Bernie Sanders"	"PlzRedistribute"	"#Pray2Bernie"	False	"USSR"	""	""	""	"2016-01"	21.0	10.0	42.0	55.0	0.0
605569140	1.0	"The Clinton Courier"	"C_Courier"	"The only newspaper focused solely on Clinton, Mississippi."	False	"Clinton, Mississippi"	"32.34153"	"-90.32176"	"United States"	"2012-06"	1610.0	732.0	4917.0	573.0	14.0
202206694	0.0	"Sen. John Barrasso"	"SenJohnBarrasso"	"U.S. Senator for the great state of Wyoming and @Senate_RPC Chairman."	True	""	""	""	""	"2010-10"	24908.0	498.0	2970.0	1.0	1304.0
34360376	0.0	"MinuteMom"	"MinuteMom"	"Ready, on a minute's notice, to defend our liberty & the constitution of USA.    Mark Levin is my idol. #CRUZCREW NJLeadershipTeam"	False	"USA"	"39.76"	"-98.5"	"United States"	"2009-04"	5280.0	4931.0	45517.0	394.0	145.0
43705201	0.0	"Rachel Blackwell"	"Pale_Poet"	"One Thing Remains†│Deut. 31:6│Canadian│MTSU Poetry│Photography│Bands│|-/ |"	False	"Calgary, AB∝Franklin, TN"	""	""	""	"2009-05"	505.0	247.0	24077.0	24029.0	8.0
35055391	1.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""
73303753	1.0	"Senator Bob Corker"	"SenBobCorker"	"Official news and updates from United States Senator Bob Corker (R-Tennessee) and his staff."	True	"Tennessee"	"35.75035"	"-86.25027"	"United States"	"2009-09"	47796.0	479.0	2728.0	23.0	2196.0
2956789224	0.0	"Black Donald Trump"	"tiani32410"	""	False	""	""	""	""	"2015-01"	359.0	632.0	495.0	36.0	4.0
91377272	1.0	"USU Republicans"	"usurepublicans"	"Utah State University College Republicans - Best Party on Campus! Like us on Facebook at http://t.co/tgxZudJR. #aggielife #utgop #utpol"	False	"Logan, Utah"	"41.73549"	"-111.83439"	"United States"	"2009-11"	623.0	995.0	581.0	117.0	23.0
14725649	0.0	"Brandon English"	"brandonenglish"	"Tortured Cleveland fan. Paul Heyman guy. Democrat. Former Digital Director/Deputy Executive Director/Bearfight Manager at @DCCC."	False	"Washington, DC"	"38.89511"	"-77.03637"	"United States"	"2008-05"	2647.0	1831.0	9084.0	2199.0	134.0
196678926	0.0	"Young Republicans"	"SIYoungRep"	"#StatenIsland #YoungRepublicans fighting for a better future."	False	"Staten Island, NY"	"40.56233"	"-74.13986"	"United States"	"2010-09"	393.0	112.0	200.0	15.0	6.0
306338794	0.0	"#NeverTrump-MD"	"kingattax"	"Reagan Conservative.. political & marketing consultant....Christian. supports Cruz for president...Real Americans should be well-armed and trained. #NRA"	False	"Florida"	"28.75054"	"-82.5001"	"United States"	"2011-05"	1985.0	1616.0	13306.0	13.0	54.0
99371963	0.0	"miranda hilary."	"M_Rad"	"5'2 w an attitude✨ Nathaniel John Ortiz ❤️ -if you want to go fast go alone, if you want to go far go together- NYC Bound ✈️ #TXST18∞ insta: m_raddd"	False	"SA/SM"	"47.79926"	"22.86255"	"Romania"	"2009-12"	1928.0	822.0	128710.0	14148.0	8.0
1915528638	0.0	"Ted Cruz Facts"	"CruzFacts"	""	False	""	""	""	""	"2013-09"	71.0	3.0	199.0	7.0	0.0
63150856	0.0	"Rep.MarshaBlackburn"	"VoteMarsha"	"Honored to serve the people of the 7th District"	True	"Tennessee's 7th District"	""	""	""	"2009-08"	7065.0	1258.0	683.0	2.0	540.0
115267792	0.0	"Daily Liberal"	"dailyliberal"	"Dubbo's number one source of local and national news, sport and analysis. Talking about Dubbo? Tweet #dubbonews. 
You can also follow us on Facebook!"	True	"Dubbo"	"-32.24295"	"148.60484"	"Australia"	"2010-02"	2065.0	558.0	11097.0	11.0	49.0
59612030	0.0	"Ed Carson"	"EdCarson1"	"Investor's Business Daily (@IBDinvestors) news editor. This is my personal account. All tweets are my own. My main account is @IBD_ECarson"	False	"Los Angeles"	"34.05223"	"-118.24368"	"United States"	"2009-07"	805.0	296.0	5872.0	3.0	53.0
4764737738	1.0	"Orphaned Republican"	"rinoserious"	"Abandoned in the political wilderness by my party... Retweets, comments, and positions may have no link to reality whatsoever"	False	"A wee bit right of the middle"	""	""	""	"2016-01"	377.0	1150.0	1304.0	1676.0	7.0
628559456	1.0	"PoliticsRadio"	"PoliticsRadio"	"Politics in the age of social media. Previously, Politics Powered by Twitter on SiriusXM, hosted by @HyperVocal's @LeeBrenner."	True	"Washington, DC"	"38.89511"	"-77.03637"	"United States"	"2012-07"	7552.0	1513.0	14192.0	1247.0	276.0
4905922076	0.0	"Election 2016"	"Election2016___"	"Polls relate to Election2016. No affiliation.Will strive for balance & 50/50 following (please be honest) to make normally useless Twitter polls more meaningful"	False	""	""	""	""	"2016-02"	1534.0	5003.0	212.0	255.0	9.0
330631056	0.0	"CHS Conservative"	"JosephKurt1"	"Sundays at 6pm on 94.3WSC, and always at http://t.co/VXHklY9n4L"	False	"Charleston, SC"	"32.77657"	"-79.93092"	"United States"	"2011-07"	1592.0	2010.0	7251.0	1262.0	36.0
14749672	1.0	"Cam Ward"	"SenCamWard"	"Dad, Legislator, and enjoying life. Alabama State Senator- Republican- District 14"	False	"Alabaster, Alabama"	"33.24428"	"-86.81638"	"United States"	"2008-05"	8005.0	2255.0	8172.0	47.0	214.0
1959171672	1.0	"Misty Wood"	"FoggyTrails"	"Retired geek, humble servant to 2 feline overlords.    #StopGunViolence #FightFor15 #Bernie2016"	False	""	""	""	""	"2013-10"	1315.0	1414.0	5630.0	4370.0	46.0
130606020	0.0	"Dalton Hatfield"	"BDaltonHatfield"	"Activist. Progressive. Humanitarian. #Bernie2016."	False	"Pikeville, KY"	"37.47927"	"-82.51876"	"United States"	"2010-04"	1220.0	1215.0	23381.0	8873.0	7.0
2713094767	0.0	"The Good Hillary"	"hillarysusans"	"Go Air Force! #veteran #patriot Proud Bitter Clinger! #pjnet"	False	"New Hampshire"	"43.66702"	"-71.4998"	"United States"	"2014-08"	13744.0	11724.0	16115.0	7320.0	163.0
308551700	1.0	"KPotts"	"KPMidwestDem"	"Democrat in the Midwest. I do lotsa stuff! #Hillary2016"	False	""	""	""	""	"2011-05"	391.0	1012.0	1774.0	5441.0	12.0
64826582	0.0	"Sara Dappen"	"gimmesomedap"	"prof @ having fun, Unicorn in human form, voted BEST FEMALE BARTENDER in Omaha, ordained minister, social media darling, 402, 904, 305, 310 & counting."	False	"Omaha & around the world"	"41.25861"	"-95.93779"	"United States"	"2009-08"	2768.0	829.0	39621.0	397.0	63.0
2433441704	0.0	"Big Kev"	"USAPatriot777"	"Daniel Boone's descendant. Dental Student #Constitutionalist  #Cruz2016 #Ravens #TeamUKWildcats #BBN  #KY #TX"	False	""	""	""	""	"2014-04"	817.0	776.0	744.0	91.0	8.0
21830367	0.0	"M"	"Republican2010"	""	False	"Chicago"	"41.85003"	"-87.65005"	"United States"	"2009-02"	839.0	1769.0	185.0	20.0	3.0
193794406	1.0	"Shelley Moore Capito"	"SenCapito"	"Proudly serving West Virginia in the United States Senate."	True	""	""	""	""	"2010-09"	15417.0	967.0	2925.0	42.0	751.0
371419323	0.0	"Yale Democrats"	"YaleDems"	"The official arm of the Democratic Party  and the largest student activist organization on campus. Fighting for equality, justice, and progress nationwide."	False	""	""	""	""	"2011-09"	1322.0	531.0	2388.0	80.0	24.0
9780452	0.0	"(Mr.) Stacy Lambe"	"sllambe"	"Assigning Editor, @ETnow. Texted @HillaryClinton. stacy.lambe@cbs.com; https://t.co/TdqQRzKROR"	False	"New York City"	"40.71427"	"-74.00597"	"United States"	"2007-10"	9431.0	915.0	20435.0	2039.0	276.0
275668847	0.0	"Conservative Arizona"	"ConservatAZ"	"Nothing but conservatism from border to border! Kicking liberal ass in Arizona!"	False	"Arizona"	"34.5003"	"-111.50098"	"United States"	"2011-04"	485.0	712.0	424.0	8.0	23.0
1703655102	1.0	"Lori Repp Shock"	"Lori_Shockingly"	"Progressive Democratic Socialist sarcastic sledgehammer. Find me on FB - Lori L Repp Shock . I'm even raunchier there! #UniteBlue"	False	"Cumberland, WI"	"45.50778"	"-91.97832"	"United States"	"2013-08"	1094.0	1815.0	3929.0	426.0	27.0
3312053648	1.0	"Republicans"	"GOPrepublicans"	"An new account dedicated to Republican and Conservative beliefs and values. Follow us to see daily tweets! *no official ties to the RNC*"	False	""	""	""	""	"2015-08"	518.0	1805.0	18.0	12.0	3.0
621464573	1.0	"Bernard Lomax"	"BernieLomaxCEO"	"Old school sounds with the new school twist."	False	"San Diego, Pizzafornia"	""	""	""	"2012-06"	189.0	427.0	20780.0	3765.0	11.0
2722572896	1.0	"Rick"	"cubsbeisbol"	"Cubs fan, science, politics, and other nonsense. Avid environmentalist. Baseball extremist. Hella Liberal. #FeelTheBern"	False	"Waukegan, IL"	"42.36363"	"-87.84479"	"United States"	"2014-08"	782.0	891.0	61538.0	13340.0	57.0
3118589409	0.0	"Eric Holcomb"	"HolcombForIN"	"Eric Holcomb will soon be confirmed by the Indiana General Assembly as Governor Pence's Lieutenant Governor,  Indiana's 51st Lieutenant Governor."	True	"Indiana, USA"	"40.00032"	"-86.25027"	"United States"	"2015-03"	2169.0	2226.0	918.0	313.0	23.0
16102244	1.0	"Dave Reichert"	"davereichert"	"Representative of the Eighth Congressional District in Washington State"	True	"Auburn, Washington"	"47.30732"	"-122.22845"	"United States"	"2008-09"	10686.0	3025.0	2210.0	27.0	950.0
9489212	1.0	"Hillary"	"twig1gy"	"Hello World"	False	"Kansas City"	"39.09973"	"-94.57857"	"United States"	"2007-10"	1618.0	1921.0	6074.0	71.0	82.0
433685408	1.0	"Ry Cooper"	"kingpin7666"	"Veteran Of Three wars- Special Operations Vet- #blacklivesmatter- Bernie Sanders 2016 - Unapologetically black"	False	"Seattle"	"47.60621"	"-122.33207"	"United States"	"2011-12"	1738.0	1556.0	34032.0	3139.0	36.0
216380516	0.0	"Hilary Milnes"	"hilarymilnes"	"Retail reporter at @Digiday, recent member of Taylor Swift's New York."	False	"Brooklyn"	"40.6501"	"-73.94958"	"United States"	"2010-11"	2300.0	1470.0	1986.0	525.0	92.0
460656473	1.0	"Republican K Debater"	"RepublicanKDb8r"	"I Schmitt myself.
Glenn Beck banged your K tub, this satirical account is the resultant lovechild."	False	"The Gray Zone"	"51.96389"	"178.36556"	"United States"	"2012-01"	505.0	1993.0	2108.0	422.0	9.0
314866815	1.0	"Alexander Dobranic"	"ADobranic"	"Hillary for North Carolina Regional Organizing Director. Former DFD with Dan Malloy for CT. OFA 3.0 & 4.0 Alum. Terry McAuliffe Alum. All opinions are my own."	False	"Greensboro, NC"	"36.07264"	"-79.79198"	"United States"	"2011-06"	1577.0	288.0	4819.0	1025.0	54.0
20567334	0.0	"Warren Jones"	"wrenjones"	"Ted Cruz disciple, Texas boy, creative type guy, and massive Chelsea football fan."	False	"Houston"	"29.76328"	"-95.36327"	"United States"	"2009-02"	189.0	556.0	104.0	768.0	3.0
156283168	1.0	"Batch is كافر"	"WhatKyleSays"	"These are MY views ONLY. #Jesus #MyWife #MyKids #Guns #ARMY #Redskins #TCU #Comics #Movies #Latino #NoBama. Married to the woman of my dreams!"	False	"Sumanitu Taka"	""	""	""	"2010-06"	1435.0	1393.0	22472.0	10264.0	39.0
28495702	1.0	"☮Pen Griffey Jr.☺️"	"TheRealClintW"	"RnB Singer | Songwriter | Producer {Instagram : Therealclintw} Clintonwilliamsrb@gmail.com⠀"	False	"Georgia"	"41.99998"	"43.4999"	"Georgia"	"2009-04"	17079.0	15926.0	33674.0	1263.0	64.0
18409321	0.0	"BexarRepublican"	"BexarRepublican"	"GOP News for the Greater Bexar County Area"	False	"Bexar County"	"29.42412"	"-98.49363"	"United States"	"2008-12"	522.0	192.0	207.0	0.0	25.0
54226122	1.0	"NJ Student Democrats"	"njstudentdems"	"New Jersey Student Democrats"	False	"New Jersey, United States"	"40.72816"	"-74.07764"	"United States"	"2009-07"	574.0	95.0	64.0	0.0	20.0
25446308	0.0	"Ohio College GOP"	"OhioCRs"	"Ohio College Republican Federation | The New Generation of Ohio's Leaders | Promoting the Republican cause on Campuses |"	False	"Ohio"	"40.25034"	"-83.00018"	"United States"	"2009-03"	5514.0	2825.0	4647.0	701.0	158.0
116337684	0.0	"Bernie Slanders"	"GZusBhrist"	"6 Year Pro Tweeter
3X Friend Zone MVP
3X Cuddling MVP
2013-14 Cuffing Season All-Star MVP"	False	"The DogHouse"	"63.70477"	"-152.45775"	"United States"	"2010-02"	1433.0	617.0	326726.0	908.0	37.0
3280852698	1.0	"The Chocked Nut"	"TheDonaldTrumps"	"Retired Veteran, Former corporate lab rat, I see the World, seeker of life, writer, MLM..."	False	"Beverly Hills, CA"	"34.07362"	"-118.40036"	"United States"	"2015-07"	309.0	639.0	1066.0	12.0	11.0
206865585	1.0	"Kristen Katz"	"SeeKatzTweet"	"Austinite in Portlandia. Fighter of gun violence. Lover of Longhorns. Student of the law. Teacher of the realness. #GunSense #UniteBlue"	False	"Portland, OR"	"45.52345"	"-122.67621"	"United States"	"2010-10"	1564.0	1723.0	2748.0	585.0	45.0
59002903	0.0	"#HailState"	"KyleGotStyleMSU"	"Firm believer in Jesus Christ our savior. Extreme supporter of Mississippi State athletics. Avid horse racing fan. Supporter of nothing Obama. #NOBAMA #BBS"	False	"Deep South"	"-35.63562"	"138.23637"	"Australia"	"2009-07"	1326.0	1344.0	45258.0	169.0	21.0
272510657	0.0	"Suburban Republican "	"SRWCF"	"Affiliated with the FFRW and the NFRW, a network of Republican women throughout the country who support Repub candidates and issues at all levels of gov."	False	"Seminole County Florida"	"28.77605"	"-81.24506"	"United States"	"2011-03"	411.0	725.0	288.0	0.0	9.0
2691594799	0.0	"Election Satire"	"SatireNZ"	"Lover of beer, red meat & hypocrisy. Third place in Primary School dog-paddle width 1971."	False	"Where? That would be telling."	""	""	""	"2014-07"	1211.0	1074.0	4654.0	7095.0	19.0
22022474	1.0	"Mark Stagliano"	"msstag"	"Progressive, #Patriots fan, #golfer, loving husband of @KimStagliano, and father of three wonderful girls with autism. #UniteBlue"	False	"Connecticut"	"41.66704"	"-72.66648"	"United States"	"2009-02"	1564.0	1941.0	9727.0	1809.0	69.0
3425593272	1.0	"Beowulf Trump"	"BeowulfTrump"	"I build mead halls all over the world. The biggest, best mead halls. And eat orc-spiced @JebBush for breakfast EVERY DAY"	False	"Geatland and New York"	""	""	""	"2015-09"	932.0	320.0	158.0	28.0	8.0
25397164	1.0	"Gregory Alan Gillis"	"gman716"	"Lawyer, Retired Magistrate and now Professional Retiree, love classical music, Book Lover, News Junkie #uniteblue"	False	"Northwest Indiana"	"38.64303"	"-86.63632"	"United States"	"2009-03"	1269.0	1993.0	2422.0	169.0	19.0
66584326	1.0	"Megan Phelps"	"MeganEPhelps"	"Regional Field Director @TedCruz for President | Former Admin Director @TheKingsCollege, Promotions @SalemMediaGrp | @SFGiants fan | Naturalized New Yorker"	False	"Cincinnati, OH"	"39.162"	"-84.45689"	"United States"	"2009-08"	423.0	306.0	3360.0	1004.0	5.0
4795556396	1.0	"Millionaires4Trump"	"Millions4Trump"	"Wealthy Trump supporter/advocate. I'm a New Yorker- so I tell it like it is just like Trump. Lets #MakeAmericaGreatAgain. #trump2016"	False	"New York, NY"	"40.71427"	"-74.00597"	"United States"	"2016-01"	1858.0	4503.0	485.0	253.0	7.0
4520123307	0.0	"Students4Trump-TX"	"TrumpStudentsTX"	"Texas organization affiliated with @TrumpStudents helping to get Donald Trump elected President of the United States! #Trump16 GET INVOLVED BELOW!! #AlwaysTrump"	False	"Texas, USA"	"31.25044"	"-99.25061"	"United States"	"2015-12"	1046.0	462.0	183.0	134.0	9.0
78776348	1.0	"J. Morales Rocketto"	"JessLivMo"	"Digital Organizing Director for @HillaryClinton | Latina | Wife | Twin | #1u | @FreedomSide"	False	"Brooklyn, NY"	"40.6501"	"-73.94958"	"United States"	"2009-10"	5584.0	3148.0	34525.0	1936.0	244.0
93665600	1.0	"Sharona Coutts"	"sharonacoutts"	"VP for Investigations & Research @RHRealityCheck. Formerly @propublica. Aussie in LA via NYC."	False	"Los Angeles, CA"	"34.05223"	"-118.24368"	"United States"	"2009-11"	1482.0	1175.0	1813.0	468.0	107.0
1400726064	1.0	"Clinton Center"	"ClintonCenter"	""	False	"Little Rock, Arkansas"	"34.74648"	"-92.28959"	"United States"	"2013-05"	17046.0	438.0	925.0	231.0	62.0
1410468181	1.0	"Not Ted Cruz"	"nottedcruz"	"*Parody account* of Rafael Edward 'Ted' Cruz. Living the American Dream w/ dual Canadian citizenship. Working to slam the door behind me. #BornNearTheUSA"	False	"Texas & DC by way of Canada"	"31.25044"	"-99.25061"	"United States"	"2013-05"	855.0	1454.0	5109.0	238.0	18.0
15220768	0.0	"David Corn"	"DavidCornDC"	"DC editor of Mother Jones, MSNBC analyst & author of the new book, SHOWDOWN: The Inside Story of How Obama Fought Back Against Boehner, Cantor & the Tea Party"	True	"Washington, DC"	"38.89511"	"-77.03637"	"United States"	"2008-06"	211330.0	1117.0	41308.0	72.0	6466.0
355470606	0.0	"Jimmy   Bear"	"JimmyBear2"	"#TeamGay. #Atheist. Hate is NOT a Family Value. Jimmy & Philip together 22 yrs.Music Addict.  Over 21 Please. #Sanders2016 #Equality4All  #UniteBlue #LGBTQIA ☮"	False	"Nutley, New Jersey"	"40.82232"	"-74.15987"	"United States"	"2011-08"	9729.0	8736.0	95945.0	45987.0	306.0
15114375	0.0	"bobrocky"	"bobrocky"	"Pastor/teacher. Solid Reagan Conservative, backing Marco Rubio.    It's not junk, it's little piles of wonderful things."	False	"iPhone: 33.922423,-117.997971"	""	""	""	"2008-06"	227.0	401.0	4711.0	319.0	6.0
900993354	1.0	"Dylan Mittag"	"dylanmittag"	"Political enthusiast. Barista. Literature aficionado. F+TM. House Lannister. Princeton '20. The truth has a liberal bias. Hillary 2016."	False	""	""	""	""	"2012-10"	229.0	154.0	1557.0	2512.0	1.0
161710528	0.0	"Jeb Bush FL Classic"	"JebCF"	"Since its inception 18 years ago as a one-day “skins” golf tournament, the JEB BUSH Florida Classic has netted over $6.1M for the Cystic Fibrosis Foundation."	False	"Fort Lauderdale, FL"	"26.12231"	"-80.14338"	"United States"	"2010-07"	42.0	0.0	243.0	0.0	1.0
3374494299	1.0	"Lesley Young Restivo"	"LesleyRestivo68"	"I love my family, all things Fleetwood Mac, three-day weekends, high heels, reading, Italian food, the beach and Donald Trump. Not necessarily in this order!"	False	""	""	""	""	"2015-07"	1585.0	2516.0	257.0	1589.0	16.0
14845376	0.0	"Lindsey Graham"	"GrahamBlog"	"Twitter feed for U.S. Senator Lindsey Graham of South Carolina."	True	"Washington, DC"	"38.89511"	"-77.03637"	"United States"	"2008-05"	97193.0	2150.0	4243.0	0.0	3167.0
511467253	1.0	"Jeff Winn"	"MrJeffWinn"	"Dreamer, pragmatist, itinerant. Based in the Napa Valley. I don't believe in magic. Small in Japan. I would survive the zombie apocalypse. Feel the Bern!"	False	"California, USA"	"34.68743"	"-116.78467"	"United States"	"2012-03"	76.0	147.0	587.0	116.0	2.0
22921914	0.0	"Hilary Nachem"	"hnachem"	"New-New Englander desperately hanging onto my r's. Digital Flack for Hire. Previously @EMILYsList, @SenatorBaldwin. hilary@civixstrategygroup.com"	False	"Manchester, NH"	"42.99564"	"-71.45479"	"United States"	"2009-03"	1054.0	1147.0	4528.0	319.0	60.0
1099991072	0.0	"Justin Reininger"	"NObama402"	"College student majoring in Business Management and History. Politics are my passion. Constitutional Conservative and political activist. Ben Sasse for Senate."	False	""	""	""	""	"2013-01"	172.0	300.0	1116.0	268.0	3.0
1036721035	0.0	"Daisy Buble"	"5bubles"	"#Hillary2016 because #GirlsCan b Presidents!"	False	""	""	""	""	"2012-12"	698.0	2123.0	50216.0	5078.0	171.0
2782594593	0.0	"PHS Young Democrats"	"PHSyoungdems"	"Fridays @ 8am, room 212 paschalyoungdems@gmail.com"	False	"Paschal High School"	"32.70763"	"-97.35141"	"United States"	"2014-09"	81.0	79.0	67.0	82.0	0.0
19885660	1.0	"JoJo Birkman"	"DrDemocrat"	""	False	""	""	""	""	"2009-02"	35.0	53.0	204.0	30.0	0.0
3033441051	1.0	"Gender Watch 2016"	"GenderWatch2016"	"A nonpartisan project of @CAWP_RU and @BLFF_org to track, analyze, and illuminate gender dynamics in the 2016 presidential election."	False	""	""	""	""	"2015-02"	1727.0	327.0	6200.0	207.0	61.0
62386478	1.0	"Nathan Carson"	"nanotear"	"writer, booking agent, animator, drummer, dj, scenester-scum, cookie baker, you've probably slept on my floor."	False	"Portland"	"45.52345"	"-122.67621"	"United States"	"2009-08"	816.0	49.0	437.0	11.0	19.0
83665521	1.0	"Mac World Congress"	"McMaster_WC"	"The official Twitter account for the McMaster World Congress at the DeGroote School of Business, McMaster University."	False	"Hamilton, Ontario"	"43.25011"	"-79.84963"	"Canada"	"2009-10"	302.0	247.0	618.0	163.0	14.0
474000059	1.0	"ghost_rectangle"	"ManForgotUs"	"In Self Imposed Exile."	False	"Niles Ohio"	"41.18284"	"-80.76536"	"United States"	"2012-01"	71.0	418.0	8040.0	1146.0	4.0
856765286	1.0	"UPI Politics"	"UPIPolitics"	"United Press International's coverage of this year's presidential #debates. http://t.co/n9tiavFVrw"	True	"Washington, DC"	"38.89511"	"-77.03637"	"United States"	"2012-10"	416.0	155.0	1321.0	0.0	33.0
115730034	1.0	"Smith Democrats"	"SmithDemocrats"	"Official account of the @SmithDemocrats. We meet every Thursdays at 7PM in Seelye 101 - join us! Follow us at https://t.co/90D0nw9LSr."	False	"Northampton, MA"	"42.32509"	"-72.6412"	"United States"	"2010-02"	704.0	516.0	621.0	123.0	24.0
701865272	1.0	"Ayyyyye J"	"ajvuk"	""	False	"Logan, UT"	"41.73549"	"-111.83439"	"United States"	"2012-07"	1245.0	833.0	68894.0	13097.0	19.0
80924523	0.0	"ash_cakes* ♒"	"ashli_bobashli"	"The revolution is upon us . #BlackLivesMatter #Bernie2016 #Aquarius ♒️ #Mavs  #BradyNation. His ❤  Watch my youtube videos IG: bobash15"	False	"Connecticut, USA"	"41.66704"	"-72.66648"	"United States"	"2009-10"	2552.0	2518.0	62978.0	1500.0	12.0
14469996	1.0	"(R)eal Black Courage"	"imcrews"	"Christian • Conservative • Capitalist | #Cruz2016, #TrusTED - A Voice of Reason in Your State of Confusion | All Lives Matter, Seriously! #TruthArrows!"	False	"in Studio Dallas, Texas"	""	""	""	"2008-04"	16607.0	4483.0	123203.0	1233.0	640.0
306685579	1.0	"U.S. Elections"	"Election_US"	"Keeping you up-to-date on the U.S. Elections"	False	"Washington DC"	"38.89511"	"-77.03637"	"United States"	"2011-05"	2718.0	296.0	817.0	0.0	33.0
2345257365	1.0	"Morgan Faith ♡"	"MBrasell"	"Christ follower † |Worship Leader ︎︎︎︎♡|Maker of music | Psalm 32:7 | Guitar | Pro-life| Coffee | Followed by @philwickham | Cruz or Rubio for President"	False	"Alabama, USA"	"32.75041"	"-86.75026"	"United States"	"2014-02"	995.0	716.0	5077.0	9227.0	5.0
115774717	1.0	"Alan J. Sanders"	"AlanJSanders"	"Actor - Writer - Director - Radio | Owner of AJS Productions - a web dev and vid prod company. Four girls and a wife! WBHF and WSB on-air personality."	False	"Cartersville, GA"	"34.12314"	"-84.84999"	"United States"	"2010-02"	806.0	526.0	11833.0	5010.0	32.0
1246440073	0.0	"Vinny"	"halerzrr"	"Jeremiah 29:11 | OTX | 18 years young. Success is where preparation and opportunity meet. - Dr. Ben Carson"	False	""	""	""	""	"2013-03"	941.0	650.0	5687.0	3740.0	1.0
3310886090	0.0	"Trump 2016 News"	"Trump2016News"	"The best source for the latest Trump 2016 news! We report early so you can stay informed! If you support Trump, please follow and let's build the Trump network!"	False	""	""	""	""	"2015-08"	5520.0	38.0	2628.0	460.0	41.0
326507914	1.0	"Onion Politics"	"OnionPolitics"	"America's Finest Political News Source • @TheOnion"	False	""	""	""	""	"2011-06"	81592.0	127.0	462.0	0.0	1291.0
2909474970	0.0	"Ian Tan"	"thisisiantan"	"I was #AllInForJeb. Now I'm unaffiliated and just a bit disgruntled."	False	""	""	""	""	"2014-11"	251.0	516.0	1283.0	1462.0	3.0
325233692	1.0	"Women for Sanders"	"WomenforSanders"	"Let it Bernie"	False	"USofA"	""	""	""	"2011-06"	6480.0	535.0	614.0	233.0	56.0
3676728573	1.0	"Conservative America"	"DrBenCarsonites"	"A Conservative Republican that is tired of liberals ruining our nation."	False	"United States"	"39.76"	"-98.5"	"United States"	"2015-09"	629.0	597.0	4521.0	2124.0	13.0
3308416362	1.0	"Hokies for Hillary"	"Hokies4Hillary"	"The Students for Hillary grassroots organizing chapter at Virginia Tech"	False	"Virginia Tech"	"37.20618"	"-80.40785"	"United States"	"2015-08"	164.0	118.0	118.0	17.0	3.0
38319647	0.0	"Tyler Harrison"	"jtylerharrison"	"Find out who you are, and do it on purpose. 
Hillary2016"	False	"Star City, Arkansas"	"33.94288"	"-91.84347"	"United States"	"2009-05"	1050.0	1673.0	6804.0	908.0	12.0
13774632	1.0	"Shonen Trump"	"TheBuzzard"	"New Yorker who plays RPGs and computer games and then complains about them. Sports as well."	False	""	""	""	""	"2008-02"	399.0	603.0	15353.0	5953.0	19.0
509243264	1.0	"Patrick Ueltschi"	"_Swaggy_P"	"EKU, Kentucky Athletics, FC Barcelona, and TSO. I will save the Polar Bears when I grow up. #FeelTheBern"	False	"Richmond, Kentucky"	"37.74786"	"-84.29465"	"United States"	"2012-02"	804.0	800.0	21688.0	43606.0	1.0
462861372	0.0	"Lexi"	"GlutenFreeDog"	"One of seven conservative women in NYC. @TCOT #Paleo #LNYHBT"	False	"NYC"	"40.71427"	"-74.00597"	"United States"	"2012-01"	8792.0	8296.0	19839.0	2613.0	121.0
